N,P,K,temperature,humidity,ph,rainfall,label
27,46,23,30.74655642974607,63.81760993327051,8.067811156794667,63.32925210248537,mothbeans
29,49,24,29.931647369836565,41.986129739624644,9.016793794369073,49.16895383236411,mothbeans
39,55,22,26.23058617438737,56.710110769354074,9.345262342912099,64.32475469955347,mothbeans
17,38,19,27.030227512488544,60.84734772991855,9.198559554438326,68.94018854210287,mothbeans
23,41,16,26.95826591724395,47.688506892456154,3.8058081318004096,54.59750192303093,mothbeans
13,55,24,31.338592299531285,62.332862604425706,6.742060736927606,37.875880373664224,mothbeans
27,43,23,24.072131592339055,52.51055624878718,6.354241012965371,55.796318127959495,mothbeans
10,47,17,25.114787278384387,42.64043025273255,5.102835092084177,49.097491253874566,mothbeans
29,42,15,28.371579926409257,43.88718710832506,6.512833970703245,65.13239643252626,mothbeans
17,49,19,24.735423344557862,46.12550811067984,4.412843908155631,69.67836507190907,mothbeans
29,48,21,30.71471268259672,64.11382753138942,4.096509133404426,36.83893079285359,mothbeans
17,54,18,31.558629362977776,50.62468102763124,5.103007866809722,34.102844702814494,mothbeans
12,35,21,28.62511230569071,53.12495022650657,4.211780136681825,65.57411115222354,mothbeans
29,42,21,26.61973253693666,57.104801869221255,3.799432015781975,67.26349253275811,mothbeans
35,59,23,25.5167088204727,44.44860568673573,3.6642523619774465,48.02086427547967,mothbeans
13,58,18,28.74936665279353,63.988360882976096,8.460662676123118,61.15282310208017,mothbeans
38,51,23,31.000191344717752,44.54067288229255,9.115893368291102,32.44966828374862,mothbeans
19,55,22,26.871708265946534,41.25268976894798,4.518591665025901,44.08694146234539,mothbeans
39,41,20,29.47174526778563,45.01703070437529,4.569616121004271,58.39938436565794,mothbeans
21,56,17,25.214835763857234,61.03239420408758,5.725959796587316,60.09883897938099,mothbeans
31,41,17,25.590021722844764,64.80368996075708,5.533254714689608,69.19695067254874,mothbeans
24,53,19,27.98967100133778,55.98891100158011,4.405414077824695,35.448907318052946,mothbeans
31,42,15,30.03763554638707,42.940353406436486,6.422200299571092,33.364973977639636,mothbeans
31,44,22,24.83594536083991,42.00028629878307,5.872290943126192,35.870051213964146,mothbeans
24,48,22,30.502497845360608,61.53918001822855,6.512286643147183,69.58999033184261,mothbeans
22,47,24,26.125990815308985,52.859575897288266,6.903330481713663,60.900486114104766,mothbeans
37,53,23,27.716545876307606,58.29243196950945,5.103845712420261,62.74112804128454,mothbeans
38,49,23,31.12773575943106,64.94694151477873,4.820531240762716,60.93645634299135,mothbeans
23,45,17,28.292757493775937,58.99318431952595,5.157915981129811,63.01775950690097,mothbeans
19,51,15,26.43818678538959,49.115268503505646,6.427170164803032,56.78222858199295,mothbeans
26,41,20,24.62858784367898,60.08650580890853,6.546881007701545,45.09041068359821,mothbeans
21,37,21,29.061968765505434,41.04384898227679,9.435736529818302,57.91965918459872,mothbeans
29,41,22,27.938466636575793,58.28008815659488,6.686762796776901,66.53518532681689,mothbeans
24,47,16,28.82568375541767,63.76715497962131,6.359122802948157,69.58513734934105,mothbeans
39,40,16,28.64370784132418,60.8554280712587,8.444427805032085,48.84835827682049,mothbeans
32,37,22,29.734698261253428,57.797064932891715,6.505081070362656,69.10650544914982,mothbeans
26,56,20,31.797699612923143,53.52533479458435,5.58663003794872,63.24214707947504,mothbeans
18,58,18,30.894048281673907,64.38357114737815,4.965404190770082,34.961508352771226,mothbeans
14,55,22,25.996067382828837,60.436473113219435,8.064268932528556,51.70252971308982,mothbeans
12,39,17,26.006066051152576,64.8001192501907,4.287700430753579,37.67174404543602,mothbeans
31,59,18,24.402397183671532,48.318152555170926,5.8855021843552295,36.376018102273136,mothbeans
14,37,16,25.686913167762395,43.96615809998803,7.3240631700485155,66.95370442309536,mothbeans
20,35,19,24.26535046672946,46.848518456773625,6.379818808031393,63.519726749645436,mothbeans
30,56,20,31.319237430234814,43.72385961527578,4.716203864898059,47.28848955084195,mothbeans
29,52,20,27.416798492659204,41.16265483057931,5.9429907106567725,40.083239093128086,mothbeans
21,44,23,24.91482984394346,53.24508511862879,3.900679063877859,46.43496592691346,mothbeans
25,48,20,26.705643119514946,61.230980132690235,5.441272193442992,46.740911867889224,mothbeans
11,49,24,25.744957122882433,58.338546697112186,6.1710283046328005,39.187425396660004,mothbeans
17,47,17,28.146718759405523,51.58023239240593,8.174209196509267,52.43719260283575,mothbeans
20,45,16,24.8294679498193,64.02128848237916,5.519262128703749,66.17531103697303,mothbeans
12,54,20,31.845189004723807,59.167337998911805,7.717816826455012,54.558666640312545,mothbeans
28,56,15,28.544109768290625,63.12802535730057,5.373818037024634,42.96804738291268,mothbeans
18,44,18,26.32437432219131,55.962441550776646,7.049109098601247,50.42310696546466,mothbeans
25,45,23,27.64221128563647,63.5273598325677,6.273295564452994,49.05284134041708,mothbeans
18,58,24,28.841801168005155,60.64455176001141,9.413522145814692,53.18110602362116,mothbeans
35,48,21,29.172455346260573,43.06387445932868,7.248366279438206,63.23930291001725,mothbeans
12,39,24,28.248661172156957,57.84322151364303,4.986502016983865,53.61371136109054,mothbeans
19,36,16,31.07925326228607,53.68607736406735,5.259930004405293,52.80947174275827,mothbeans
19,56,17,26.672722942591413,54.30631849369817,7.51694127873246,35.13922524316722,mothbeans
39,48,18,27.866979337277904,48.630610781992885,5.50607755896005,48.144247509802824,mothbeans
33,50,15,30.28936709026534,42.972180540999936,5.661491219919387,55.436722373800464,mothbeans
19,42,18,28.640266500449563,46.799009839795396,7.829682403126483,63.6735286546923,mothbeans
17,55,15,30.279293232592817,48.06392100222858,4.683211835290987,45.82056678530945,mothbeans
21,44,18,27.972990039843737,63.4134416886957,8.936760317355862,56.41785712176208,mothbeans
32,35,16,25.752401772959445,62.53092865104735,4.130441405057743,33.45322418450485,mothbeans
38,44,16,25.225784215526296,59.43053954627716,7.322035569596132,34.511073692379185,mothbeans
16,39,17,27.192162111573474,46.663908133707835,4.729154763411303,31.101970803863452,mothbeans
17,54,23,30.664068367671085,55.49636389321274,6.909354305243696,32.342758821421135,mothbeans
36,41,22,30.05547715008848,58.20561676020867,7.010618555855145,61.35206483018315,mothbeans
36,46,17,25.911670157547768,40.330423058889956,7.624946426835451,42.62410854613185,mothbeans
15,59,19,27.712737716783188,57.961233755522684,3.7108425942142804,42.18783716140616,mothbeans
20,36,16,29.911409037360507,58.156783193506385,6.579465730259621,50.88269253027825,mothbeans
36,47,21,27.713575196923564,47.197804543003514,7.46017453388262,56.458995824757565,mothbeans
11,52,23,25.739876748193968,58.90554355662955,5.755917197294956,53.99343596244768,mothbeans
13,44,24,31.09500566976392,49.709759909620146,8.348817507104533,64.48621870151992,mothbeans
23,47,20,28.6200408459386,40.26776002970393,7.301166700423703,55.8540278637619,mothbeans
12,42,16,30.616269790215945,52.822035113016966,6.90368436867575,52.493133452968365,mothbeans
29,56,19,24.001408386645068,54.15888416486016,9.191750099482448,57.0380303115513,mothbeans
14,59,21,27.527345201906797,62.11213375802235,6.288162309202598,44.09908476785971,mungbean
16,56,16,28.401821605740377,62.630349641029916,6.970735796469453,51.55489736935218,mungbean
36,38,17,27.241844546464797,60.04997968663625,6.907223875172607,45.76656167386751,mungbean
21,44,22,28.8057717369971,62.95081267754193,6.674543736690114,44.223518698328164,mungbean
12,57,18,27.649046299543738,68.21221447166512,6.350798420645342,51.55833114881937,mungbean
24,48,17,27.188448979234593,63.85207268314756,6.213599136667949,48.23702378291528,mungbean
38,59,23,27.07754933184465,69.98602797760613,6.797667248982488,52.548913211246514,mungbean
34,40,23,29.134515311984856,68.33499034446983,7.083547255132853,48.24285389252938,mungbean
24,41,18,28.058631337546323,62.09553891112494,6.320472948567188,48.980262711795895,mungbean
36,37,24,29.172317104990125,68.83249132839825,7.183377403218033,37.41680641110223,mungbean
16,37,19,27.50281106771295,67.63655439271629,6.402457087294754,36.7705739923497,mungbean
10,50,23,27.471345172176093,66.59750810218621,6.942531074447599,51.406162428697485,mungbean
36,46,18,29.484590552800405,67.51928225559979,6.996360349125795,52.46921222728242,mungbean
39,59,18,29.917248531997004,69.50162274688981,6.2652498845088775,37.088695374180844,mungbean
37,52,15,29.2550518485818,69.22137314227898,6.784022952084562,56.4439235700995,mungbean
20,54,24,28.711671238270544,64.40607134244799,6.868453652801878,51.45884873059076,mungbean
13,55,15,29.9917440106348,67.46542904347164,6.425390395472087,46.41584192503527,mungbean
38,52,24,27.63738591994038,67.7038228303058,6.300067840568743,50.959702615673436,mungbean
19,54,15,29.063967514054692,66.04519245111673,6.593247284003298,54.030854531380136,mungbean
19,47,17,28.05072233876645,64.37226640671503,6.2817639729918975,45.88077678194784,mungbean
21,43,17,27.240734178795332,60.01626998022829,7.154009722216243,44.17988786302661,mungbean
23,58,24,29.795245082224014,67.95750260308236,6.916936876538406,37.05854166380312,mungbean
28,54,18,28.987771858220835,67.94575686819933,6.565464966038609,49.52438402054176,mungbean
22,41,23,27.506814036393017,68.21641078263296,6.389558631302812,38.43498053694731,mungbean
27,42,16,28.554057851448206,69.23295596537737,6.214203204839226,59.02281886167627,mungbean
34,51,21,29.550925741085877,68.72080858338376,6.400234803331164,39.46669289491649,mungbean
29,40,15,28.359599874536,60.66068279755028,7.096647030852944,54.71696604202126,mungbean
29,59,23,28.845820511839545,64.69467990992234,6.6057546269842,42.93753659558691,mungbean
38,43,22,29.499647400799887,60.42696808231466,7.113607716972355,53.950010925722545,mungbean
25,49,22,28.045132796442882,65.11817927921919,6.448927494610049,45.98407456685723,mungbean
26,49,20,28.57072740768129,61.17280505794885,6.624224750460902,47.588836340594966,mungbean
12,37,24,29.05834164605392,62.22673516823853,7.110907893362623,54.4679488535465,mungbean
24,38,21,28.413278328349104,60.70823681575333,6.415190194997989,36.872521345015194,mungbean
15,45,16,28.27189630369484,68.12826553450333,6.77148620580879,59.245388693068236,mungbean
24,58,16,27.01356788928907,62.258147370374445,6.547706612069163,37.540308370508434,mungbean
29,56,16,28.62219900645412,65.80826890839371,6.818369520661397,38.98409361762477,mungbean
35,41,18,27.20503115410573,62.707516473021016,6.8797150700932095,36.69750407678787,mungbean
39,44,15,27.856520226722097,60.65010327362765,6.616396102254094,55.129785880599684,mungbean
10,35,23,29.389379551849665,66.67719090863001,7.0174731493187545,57.121231226034,mungbean
15,36,18,29.713122442137543,64.8718557923497,7.163544720764383,50.56708624052946,mungbean
34,45,15,29.604967495152433,61.50764087739376,6.50082941194733,38.15846207675991,mungbean
11,55,19,29.777449122674412,68.83941243182983,6.298037167282043,41.82649275353535,mungbean
12,45,17,27.424789355402627,63.00239811021523,7.040572130991956,49.460264651920845,mungbean
39,38,15,28.71520409960857,66.09104110481502,6.506568754867309,45.4841481459394,mungbean
30,45,21,29.92557050755264,65.51684425032659,6.82330611193295,47.827516872767525,mungbean
13,51,24,27.942160677912554,69.40819983297656,6.698328438986305,54.35532311405278,mungbean
15,58,24,27.792669492428157,65.03937522688575,6.968699494740923,58.15976386147039,mungbean
22,38,20,27.0895935285872,63.14803581436035,7.032940744535768,40.944220021269814,mungbean
30,41,18,28.606127300527945,66.61231298393457,6.241470430281951,59.3409770773264,mungbean
15,49,18,28.41068399017643,66.9534506847977,6.581810008015658,42.15817655640386,mungbean
26,56,23,29.269440827800306,60.07847823747949,7.150198333300648,51.145150152916464,mungbean
32,36,24,27.89721380577555,61.71984242382742,6.887807370999845,42.121527624089225,mungbean
30,55,16,29.674558746114556,65.78496487169905,6.99673032867048,45.95363797772637,mungbean
15,58,15,28.244309506883713,62.05589213516283,6.89443381123064,39.14137747245403,mungbean
18,51,19,27.98842298345585,65.8204284496781,6.272611399972874,56.72262612885835,mungbean
26,49,16,27.220762077874394,64.88668307470961,6.562302174390132,49.718467896365155,mungbean
38,57,18,28.8566096156599,67.51691119678179,7.132586233514775,48.1753336322938,mungbean
30,58,15,29.221761075777994,68.52990021683908,6.470361958029907,39.89491322908445,mungbean
18,46,24,27.087417370234544,68.6974885644368,6.512268383397374,47.176283469793376,mungbean
15,41,19,29.265180962226488,69.09353341817439,6.642083918300171,54.59646036991464,mungbean
19,55,18,29.42555703705264,66.32462918518499,6.585473200939109,45.631465534265374,mungbean
12,52,15,28.810619844018678,63.361029462621616,7.044445507714753,50.76292915143992,mungbean
23,45,18,27.83451231432091,68.18964888767871,6.771135796121788,40.28218105182162,mungbean
36,56,17,27.699585203333672,67.79825977431699,6.480556993082365,45.38937555734313,mungbean
38,55,16,27.170939001685905,66.05575178398603,6.749092491341957,59.72389869053148,mungbean
26,45,23,28.507452934306393,65.79448893205756,7.026553020361457,40.631583734534246,mungbean
16,54,18,27.178864846712827,66.15818554910118,6.659057555809889,56.459258605263656,mungbean
11,54,23,27.379682787045812,61.49532206732526,6.821214678598072,48.27895449315045,mungbean
20,52,15,29.944889130701785,69.36036569657317,6.990465359102767,54.28734338250704,mungbean
38,56,19,29.812908244317576,67.21592701304625,6.960701725251555,40.994859824405566,mungbean
23,44,22,29.40317113093553,63.191932254635546,6.437812832409771,51.039072586069295,mungbean
16,39,19,28.17446486979603,65.38660381875088,6.449920841623094,57.85919282815911,mungbean
26,59,17,27.695804234648485,69.66846258306609,6.93708165199248,41.06143415933863,mungbean
31,35,24,29.059283676694513,67.65608092555934,6.848507925475196,45.507491569741354,mungbean
17,41,20,28.886607097465877,65.2861708283842,6.877381883066752,38.5517874957524,mungbean
18,42,15,28.200805945491084,69.95715403800746,6.6369661382266205,42.4645407645544,mungbean
35,55,15,28.83646791780047,69.12376031980034,6.446561922121932,43.359652177059374,mungbean
20,40,23,27.437587287729123,67.80596856540576,6.709990726068129,35.49216489126866,mungbean
17,47,16,27.91190446842308,65.03222838179579,6.296806310320962,46.51169906745501,mungbean
36,55,19,28.810613600426006,67.5156375979785,6.483673049126532,45.1790343385162,mungbean
14,51,21,27.219588279035502,60.90950730291666,6.52291615386947,52.24170291344149,mungbean
39,56,18,29.62863508366097,66.14192588291532,6.2755293224431155,53.623392034407715,mungbean
16,47,19,27.209584324020074,62.97645799343731,6.396185722897119,59.557877775595415,mungbean
24,53,21,27.364602560645647,65.92345468192704,6.407993223997336,47.12234985504769,mungbean
19,57,17,29.489188738683673,63.69216348771175,6.799735516131252,59.21448383332206,mungbean
16,38,15,27.666219973255554,63.23255236740553,6.327797702129404,39.48913695626867,mungbean
24,55,23,27.79721371215457,61.55398588383891,7.042792509693563,35.79917595283029,mungbean
22,35,20,29.43055964978356,61.5312920544195,6.604327277029598,56.80643440553561,mungbean
36,48,20,29.622513724733384,61.021607675868204,6.881014332664538,37.60521617829401,mungbean
13,48,17,28.88174765759029,66.2653564812288,6.834400519154878,48.869504839956264,mungbean
21,40,23,27.977359387145604,64.57857659520451,6.722603154586925,47.78669667842954,mungbean
28,56,22,29.288989778968016,69.6677972922089,6.96992194314421,47.63943309058899,mungbean
13,49,23,28.772818050687135,67.88420951680989,6.75272645812146,53.66239041998318,mungbean
27,42,20,28.2516160737724,65.59142884700876,6.532118237305683,39.14338683190312,mungbean
23,59,15,28.35802600683454,68.59044305333721,7.009891031112647,57.30336058262519,mungbean
27,54,24,27.480084926978716,60.88597308199692,6.978997660260764,36.65107923553167,mungbean
18,42,24,28.03137427861082,60.65327202010712,6.745694953404587,57.902933122699636,mungbean
22,53,23,29.99032190994219,61.809881013101915,6.214574767079613,49.10445635815589,mungbean
14,52,24,27.897794407275462,66.19714779819799,6.473783151651343,36.35052452661989,mungbean
22,35,19,29.43356221091833,60.232867774516684,6.581244702999084,36.39186440796911,mungbean
59,57,22,32.9170831602728,60.258837314234405,7.623155374135091,75.23385935022603,blackgram
27,56,24,32.315260943430346,68.23443582569003,7.306620421029542,73.70788461731665,blackgram
50,77,20,29.995147348344315,67.67493307707002,7.223523621245395,65.30772867165408,blackgram
48,77,24,27.89947738054485,69.15805557060212,7.1902292753939445,75.05724870310057,blackgram
49,61,16,30.767282161763827,69.41967750951459,7.16773398670361,61.597654322657256,blackgram
58,65,18,28.93263541343376,65.61235497364041,6.944653187610644,60.24791107727141,blackgram
30,55,16,25.377750271101533,66.71185175761903,6.642270455311118,77.23808776693338,blackgram
38,66,15,29.41834778654053,67.59618763379561,7.767998408952677,73.73212259889414,blackgram
27,76,17,26.06959562764514,64.91087151812624,7.098445026589767,67.74884342074421,blackgram
43,72,16,30.24061473056702,67.19249137219775,7.557708012547281,62.40381402766687,blackgram
53,69,18,29.76144903498406,62.08891256919199,7.229731220389567,61.820867480694446,blackgram
58,60,22,27.592051598747027,68.2440705157776,7.619795167187897,69.95174423200162,blackgram
23,70,23,31.910462671048013,62.90374536923361,7.100747831867507,64.4438435233011,blackgram
33,57,18,27.92454569653395,68.53741796379383,6.936555019222758,66.95261052407041,blackgram
28,79,23,32.07282514628281,66.09834599580215,6.910599721594224,68.77471161092863,blackgram
26,57,21,31.314040928032078,64.99021081748354,7.52031616407022,73.38733277571951,blackgram
27,55,21,30.095811993716996,67.12586827146755,7.667200541658278,78.52225621989791,blackgram
49,56,22,25.80243790679429,64.52670220685849,7.093498050804207,73.06725413288962,blackgram
39,75,24,32.02787922449656,69.55314665595266,6.715789550445702,76.82002353188496,blackgram
30,64,18,28.11027926970052,65.02527477829257,7.400821766550331,75.46391458950549,blackgram
24,62,16,30.444978993540154,65.36928211342075,7.270446031754128,69.12728234273439,blackgram
55,63,19,31.357908577467978,67.43055558053413,6.533426026505013,68.74495534350164,blackgram
51,76,17,34.328536069559256,64.20364703714368,7.421566730256486,78.58423918479525,blackgram
44,66,15,28.290479084208116,63.69151677338077,6.835818863288735,63.72859103186423,blackgram
21,60,23,28.12387299705358,64.51430125944378,6.799840597271332,65.41586007899674,blackgram
38,74,15,30.682862380807478,62.571795533877165,6.665336946076083,60.2018966007179,blackgram
42,61,21,29.718644242463547,66.77468291025885,6.526832778500576,66.67821133989169,blackgram
45,75,18,28.440869872919883,62.95573312340235,7.222489722794299,64.49214968661389,blackgram
27,64,23,28.072911780862203,66.8949942386719,7.4494887770284475,67.79990544426715,blackgram
52,63,22,30.049092569208277,69.08814156323892,7.048911822615253,70.52034135850047,blackgram
39,59,24,27.560937051205855,69.68479126620011,7.29762724823073,70.76309095950867,blackgram
28,78,16,34.878562912911626,64.19941111520816,7.382604162042156,71.65124673372782,blackgram
27,75,20,25.1525995533654,60.22917737236937,6.573625436077742,62.261362777660494,blackgram
23,57,15,29.87624134962911,68.64213111455214,7.599836695117998,61.59263739258939,blackgram
35,77,16,32.782640049905055,60.27550166434828,7.51004449390006,66.05539283404148,blackgram
43,57,24,28.79536830583271,66.8188566756535,6.804186006057231,74.66337600460994,blackgram
30,58,16,25.788600081499585,63.405749561876775,6.586262744140121,65.96404063974475,blackgram
47,63,20,31.611335775005337,64.7699723956977,6.717240393915479,70.86479983771092,blackgram
27,63,15,33.989670611339804,67.47885305706525,6.618937814078912,73.2231311851713,blackgram
44,61,15,33.99922636118164,64.05463801054775,7.047296238046771,61.00504579567148,blackgram
28,56,20,30.487420875458056,62.56032154613159,7.719291007322809,64.9649103956034,blackgram
27,71,17,26.354074252567862,61.35018128637298,6.754577457246104,61.20978002799093,blackgram
49,70,24,33.608153359912365,61.44597599816713,6.9100083968915404,73.6820627610145,blackgram
56,68,16,32.39683926312838,63.473350214987136,6.896517873137576,73.2998280753885,blackgram
24,60,17,32.59427687450289,69.47442243947528,6.873342126076886,67.56305883582769,blackgram
54,57,19,34.914666029656516,63.485965438835265,7.745247498197948,63.773962689170965,blackgram
59,65,16,25.72811765389359,68.55809298761554,7.188736076751784,60.86941568224913,blackgram
59,75,22,29.532246990464245,61.859939094489626,6.57892077090871,60.159780823240624,blackgram
37,76,20,33.12826014994241,61.09090083448898,7.30414669563923,78.76585176094842,blackgram
44,59,22,33.753073209713335,63.43123601053209,6.689303181720694,63.75312357722888,blackgram
37,55,15,26.8053590983138,62.55086647603382,7.533774009036073,61.94808886810171,blackgram
24,57,21,28.795870307576347,64.15623135329443,7.123273336647349,77.51383694682912,blackgram
36,61,23,25.728317084955805,61.83720428526954,7.546073916924345,64.99400394071212,blackgram
45,79,18,28.75215965064149,65.44812394020927,6.508204818966054,72.60839155110311,blackgram
39,67,18,34.25515309731301,67.97319135368846,7.614579550418126,76.19316300809504,blackgram
22,79,19,25.40576344572221,69.76457840967927,6.591724638215554,72.8069129762673,blackgram
47,77,19,27.242576890025965,62.54057211604766,7.316519782420421,66.54436167315721,blackgram
22,70,20,33.370101651066065,68.65651280322092,6.732204412609586,64.33896993607,blackgram
27,62,24,34.71258364200108,66.7427336376858,6.575504140510306,62.11301900021205,blackgram
36,63,20,32.93092364349804,61.037387578962736,7.0684593944649645,77.5883259612871,blackgram
45,73,23,32.34880016693319,69.14137958776541,6.702080046255989,73.6914353095628,blackgram
33,67,20,29.06984563685976,68.54953718039829,6.747416625499022,79.65046082136729,blackgram
22,66,21,33.46152799248127,67.28546818146043,6.839342787036006,73.15098469500933,blackgram
21,74,17,28.55613109517608,66.47527825428834,7.615264961766766,76.97570230577642,blackgram
24,57,22,32.10095935396586,63.86194973857244,6.556432647148584,62.4591400229274,blackgram
36,76,21,28.623357705160505,61.10082428814399,7.318267936500359,74.77887279565226,blackgram
30,79,16,31.356585379083324,61.032889503242096,7.086868384857804,60.3093348737999,blackgram
44,58,20,31.591062188998716,60.491450005985584,7.087799460153812,73.9392253070338,blackgram
38,79,15,25.92504088170153,61.13981481723128,7.318928507473007,66.18513013426019,blackgram
44,74,22,29.41770965074825,60.20038704904305,6.9094223540129125,65.74173765713303,blackgram
56,68,15,30.237426214218246,67.47559553125015,7.0350441821468035,64.46946183156186,blackgram
51,55,17,27.840137172783674,67.84707990137275,6.969545165771247,63.815687910058415,blackgram
37,69,18,28.533763953870512,65.63171741346594,7.6980765532556035,68.17205156116427,blackgram
47,67,16,27.255824196709053,62.16989388091054,6.622629835560979,60.253703058697674,blackgram
45,73,18,26.865526970693757,68.93805426672878,7.313318363555192,66.83455741229692,blackgram
59,76,22,33.8536026136297,60.3122197327719,7.004991259912279,67.9594313925082,blackgram
24,57,20,27.817718768277626,62.001384115124374,6.942351663688113,76.59623219587053,blackgram
40,55,17,30.435522036020338,68.76205813817938,7.17229561007973,78.15467612101799,blackgram
57,74,23,30.67546736246233,64.63658953603026,6.777059835686152,63.02839035371537,blackgram
21,63,22,32.204236078410126,69.64608114863339,6.792040717565247,68.29211321391692,blackgram
56,65,20,34.75820802802349,64.06637717853097,7.674543703255473,79.8990400129954,blackgram
54,77,17,31.36803541669805,66.17558471638321,7.596664443025961,76.90320817347174,blackgram
55,76,16,34.06942043279314,67.12528738436163,7.048000755726429,61.14534457904055,blackgram
48,75,15,25.50191018518394,65.46586717954237,6.5863807007815796,76.2589584105655,blackgram
55,62,21,33.20081955706486,65.18427844307351,7.0506001137210905,67.58764636027817,blackgram
35,67,17,33.761555372931554,63.39383872375606,7.3670039289979075,71.21177856936234,blackgram
56,69,19,34.420870739541044,68.70652072529323,7.699482764652221,64.15396223058532,blackgram
21,57,15,32.765224401320964,65.90587559671361,6.659167739789541,60.77773261748062,blackgram
46,64,22,34.57408554357758,68.88796699936096,7.321200100063127,74.24983055619828,blackgram
49,76,18,26.87540610339583,61.409093531817426,6.896380924510408,71.66726335889896,blackgram
45,73,16,29.602710436124077,66.00899203552223,7.666519919763939,73.73631101082533,blackgram
22,65,23,30.19669884514361,61.7158534550133,6.579809763200862,68.5421501187093,blackgram
37,67,19,28.414127485046624,68.34560780001004,7.248822163129129,68.81032767552985,blackgram
49,70,18,30.926876590646028,68.37341982319668,7.503906500128446,66.24462609667926,blackgram
49,61,23,31.258903667433096,69.00988647323553,6.679880929255736,60.40941562559484,blackgram
58,73,18,32.189656832218716,68.07769581221721,6.915000169282563,63.955278428036955,blackgram
48,57,20,34.90203735989835,66.38248659828034,6.830925912228862,77.47229007608792,blackgram
55,63,23,33.189106616385715,65.91397054188312,6.737640471266221,69.57910315996578,blackgram
45,55,23,34.89561967911117,64.39384348854308,7.0984663709959515,64.68321464800468,blackgram
32,57,17,30.85243414582486,66.94112635426121,7.544135754708156,77.835754526069,blackgram
28,66,19,25.191703623771936,69.35406983595067,6.520724415606607,44.596830099533825,lentil
21,78,21,27.477816258441145,68.76828349137678,6.613057263062846,41.3015936299082,lentil
36,78,17,27.059925946107327,64.5822590442876,7.0429743571296655,41.23910038705894,lentil
17,55,16,28.106864592400875,61.164292407867094,6.179619523232464,51.15154490889097,lentil
11,69,15,25.784058674211316,66.85478098371536,6.633676547185163,47.440675089800166,lentil
32,66,19,21.633081092684026,65.50532595174613,6.405322779903747,39.19109933171599,lentil
34,79,23,18.304251510830326,61.50873454664294,6.085655530205107,44.52216557723429,lentil
28,67,15,20.16155656682161,62.66923484351736,7.167036049401504,42.10157965650064,lentil
21,76,23,26.145500787705345,69.21604389663513,6.179341882354029,51.18746321418154,lentil
22,71,23,25.07927574213425,63.02573243214055,7.24488302750218,52.78353350927411,lentil
21,65,18,20.227631671561547,62.724433617649204,6.757800641993145,35.082787540468956,lentil
24,66,22,24.32282315752198,65.02876187035476,6.990096687245292,46.52922600226451,lentil
25,68,24,25.486129134048976,66.02598492896492,7.049200154203021,50.25041712527539,lentil
31,70,17,25.92827391876588,60.51364278698189,7.361293340942497,38.047232379957904,lentil
16,59,18,25.57852940236016,60.88510092786575,6.512324863776622,41.373340070922175,lentil
11,69,21,20.99278425345048,66.23120883248458,6.1568715410966615,36.45790589478776,lentil
38,65,15,21.228152323983167,62.68263873647443,6.7755959833692465,46.65761075452341,lentil
13,55,15,28.567131148528947,63.94117932000799,7.452912355083889,39.77106969429446,lentil
22,79,17,20.76082508377893,61.79453257116331,7.281063251501722,43.18371368120674,lentil
32,58,21,20.843553558680288,62.780387547819224,6.413904654570413,37.47809059254502,lentil
21,75,20,26.94270650471478,64.2286983769021,6.45966429857965,43.61214355196125,lentil
25,55,19,29.6082510236758,63.368947479340655,6.729794923203695,40.143576339452814,lentil
29,73,23,26.79779681865873,61.209204271431126,6.01630688061074,50.318165817972535,lentil
26,63,21,21.214663875128853,63.43228582657904,6.117228358596735,49.21533017375408,lentil
34,60,21,23.35924646192222,69.32025964563222,7.488143102166725,53.48751994404341,lentil
33,64,18,21.054861061194323,62.95603376443973,7.20472856688353,41.10020678366733,lentil
39,55,22,20.200291800350758,60.0407354392933,7.071846389749623,37.814013895882454,lentil
19,70,22,23.467250600870745,69.1337722712737,7.188129920049669,43.38538459989263,lentil
13,60,19,23.139740948957233,68.65608645770828,7.249816258099152,45.17469055244327,lentil
22,64,17,27.34126630973558,61.30454397155636,6.02627114777658,35.78247548483685,lentil
14,72,19,27.525481024983236,68.65381152273395,6.417560516639509,42.138384214947926,lentil
28,65,17,28.600857809857715,61.71210916048931,6.814200084090304,48.97598422006911,lentil
37,69,24,23.790517859638825,65.45753686414757,6.663229497268094,38.50589784452199,lentil
38,62,24,25.45572012723007,64.38679923445396,6.717787678812506,54.480796659448366,lentil
17,60,18,28.238681376110637,68.13143676931338,6.943796250364708,49.3799849335509,lentil
25,59,20,23.203693815750725,60.26821008330687,6.5006110827112,44.72075596482778,lentil
20,68,19,18.520349078488763,63.68389994025638,6.37112006209473,48.183793937597564,lentil
38,65,22,29.02044532609375,65.79877503797749,6.715851543181528,54.15039227382037,lentil
25,58,23,20.723758258404388,69.53924597906088,6.48850657143208,35.93442041783227,lentil
15,70,22,26.73652452804122,68.87797179876871,7.2392201588883545,40.60612915967833,lentil
13,66,22,22.50607542283843,67.01797873982338,7.421823701566627,41.897587552968375,lentil
16,67,23,29.43326056918576,63.862662263707016,6.561915756295442,48.87091219652535,lentil
27,58,17,22.207762183012356,64.08682040295038,6.3802697970458375,54.517227981059385,lentil
19,72,22,23.774740997755917,68.16846587550569,6.913471527889958,39.581352783519286,lentil
12,70,16,19.78720777062518,67.40515178194698,7.205649795871882,47.38515694219659,lentil
